id,persona_id,persona,persona_group,task_id,task,required_authority_classes,required_source_classes,candidate_source_ids,acceptable_evidence,currency_tolerance,likely_failure_modes,definition_of_success,professional_escalation
P34-T07,P34,Legislative or legal-data engineer,technology,T07,Construct a chronology,binding-authority | history | official-guidance,SC01 | SC05 | SC09 | SC30 | SC24 | SC04,SRC001 | SRC002 | SRC007 | SRC003 | SRC004 | SRC009 | SRC010 | SRC011 | SRC067 | SRC072 | SRC017 | SRC044,"Typed dated events with source identity, event date and publication/retrieval date separated.",Depends on task; current chronologies checked live.,publication date confused with effective date | events silently omitted | time zones/version ambiguity,"A typed, source-backed chronology exposes gaps and conflicting dates.",False
P34-T13,P34,Legislative or legal-data engineer,technology,T13,Monitor legal change,binding-authority | procedural-material | delegated-administrative-rules | official-guidance,SC01 | SC05 | SC09 | SC30 | SC04 | SC21 | SC24,SRC001 | SRC002 | SRC007 | SRC003 | SRC004 | SRC009 | SRC010 | SRC011 | SRC067 | SRC072 | SRC032 | SRC035,"Official feeds/logs, hashes, version differences and impact classification.",Source-specific service-level objective; critical sources daily or event-driven.,silent source deletion | publication event missed | cosmetic change escalated as legal change,"Change event is detected, typed, evidenced, impact-assessed and reviewable.",False
P34-T14,P34,Legislative or legal-data engineer,technology,T14,Quantitative or corpus analysis,binding-authority | history | contextual-material,SC01 | SC05 | SC09 | SC30 | SC35,SRC001 | SRC002 | SRC007 | SRC003 | SRC004 | SRC009 | SRC010 | SRC011 | SRC067 | SRC072 | SRC015 | SRC017,"Licensed corpus, denominator, extraction rules, code/version, missingness and uncertainty.",Snapshot date fixed and disclosed.,licence breach | selection bias | database absence treated as real-world absence,Analysis is reproducible and limitations follow from an auditable coverage ledger.,False
P34-T17,P34,Legislative or legal-data engineer,technology,T17,Audit an AI-generated legal answer,binding-authority | persuasive-authority | procedural-material,SC01 | SC05 | SC09 | SC30,SRC001 | SRC002 | SRC007 | SRC003 | SRC004 | SRC009 | SRC010 | SRC011 | SRC067 | SRC072,"Proposition-to-citation ledger, source hashes, version context and coverage declaration.",Re-verify all material current-law propositions.,invented citation | citation does not support proposition | hidden retrieval gap,"Every material proposition is supported, classified and risk-rated; hard failures cap the answer.",True
P34-T20,P34,Legislative or legal-data engineer,technology,T20,Verify citation and identity,binding-authority | history | legal-service-information,SC01 | SC05 | SC09 | SC30 | SC12 | SC14,SRC001 | SRC002 | SRC007 | SRC003 | SRC004 | SRC009 | SRC010 | SRC011 | SRC067 | SRC072 | SRC013 | SRC012,"Source-native identifiers, exact/qualified mappings, issuer and temporal identity.",Identity mapping versioned; live where institutions/citations evolve.,fuzzy match asserted as sameAs | parallel citations collapsed | wrong version joined,"Identity decision has mapping type, confidence, evidence and unresolved conflicts.",False
P35-T03,P35,Ontology or knowledge-graph designer,technology,T03,Point-in-time and historical research,binding-authority | history,SC01 | SC09 | SC13 | SC30 | SC04 | SC35,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC068 | SRC069 | SRC067 | SRC072 | SRC004 | SRC015,"Dated expressions, amendment chronology, archived official material and source hashes.",Exact historical cut-off; later material segregated.,anachronism | current consolidation substituted for historical text | archive date mistaken for legal date,A reproducible dated state and change chronology are supplied.,False
P35-T04,P35,Ontology or knowledge-graph designer,technology,T04,Territorial extent and jurisdiction,binding-authority | legal-service-information,SC01 | SC09 | SC13 | SC30 | SC14,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC068 | SRC069 | SRC067 | SRC072 | SRC012,"Extent metadata, devolution/competence provisions, court or regulator jurisdiction sources.",Live for current competence; exact for historical jurisdiction.,UK-wide assumption | extent confused with application | court/body identity conflated,"Territory, legal system, institutional competence and exceptions are explicit.",False
P35-T05,P35,Ontology or knowledge-graph designer,technology,T05,"Trace amendments, commencement and repeal",binding-authority,SC01 | SC09 | SC13 | SC30 | SC05,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC068 | SRC069 | SRC067 | SRC072 | SRC003 | SRC004,"Official effect feeds, amending instruments/provisions, commencement orders and selected passages.",Live verification at answer time.,absence of recorded effect treated as no effect | prospective effect treated as operative | repeal savings omitted,Bidirectional change graph and current application status are evidenced.,False
P35-T06,P35,Ontology or knowledge-graph designer,technology,T06,Identify judicial interpretation and treatment,binding-authority | persuasive-authority,SC01 | SC09 | SC13 | SC30 | SC10,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC068 | SRC069 | SRC067 | SRC072 | SRC012,"Official judgments, cited passage, court hierarchy, later treatment and appeal status.",Live citator/treatment check before reliance.,citation occurrence treated as approval | headnote substituted for judgment | later reversal missed,Treatment verbs are passage-evidenced and hierarchy/date qualified.,False
P35-T07,P35,Ontology or knowledge-graph designer,technology,T07,Construct a chronology,binding-authority | history | official-guidance,SC01 | SC09 | SC13 | SC30 | SC24 | SC04,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC068 | SRC069 | SRC067 | SRC072 | SRC017 | SRC044,"Typed dated events with source identity, event date and publication/retrieval date separated.",Depends on task; current chronologies checked live.,publication date confused with effective date | events silently omitted | time zones/version ambiguity,"A typed, source-backed chronology exposes gaps and conflicting dates.",False
P35-T14,P35,Ontology or knowledge-graph designer,technology,T14,Quantitative or corpus analysis,binding-authority | history | contextual-material,SC01 | SC09 | SC13 | SC30 | SC35,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC068 | SRC069 | SRC067 | SRC072 | SRC015 | SRC017,"Licensed corpus, denominator, extraction rules, code/version, missingness and uncertainty.",Snapshot date fixed and disclosed.,licence breach | selection bias | database absence treated as real-world absence,Analysis is reproducible and limitations follow from an auditable coverage ledger.,False
P35-T17,P35,Ontology or knowledge-graph designer,technology,T17,Audit an AI-generated legal answer,binding-authority | persuasive-authority | procedural-material,SC01 | SC09 | SC13 | SC30,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC068 | SRC069 | SRC067 | SRC072,"Proposition-to-citation ledger, source hashes, version context and coverage declaration.",Re-verify all material current-law propositions.,invented citation | citation does not support proposition | hidden retrieval gap,"Every material proposition is supported, classified and risk-rated; hard failures cap the answer.",True
P35-T18,P35,Ontology or knowledge-graph designer,technology,T18,Identify institutional competence,binding-authority | legal-service-information,SC01 | SC09 | SC13 | SC30 | SC14,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC068 | SRC069 | SRC067 | SRC072 | SRC012,"Founding/empowering provisions, delegation, jurisdiction and temporal organisation identity.",Live for current bodies.,organisation page treated as power source | successor/predecessor confused | delegation missing,"Competence, delegation, review route and date are sourced.",False
P35-T20,P35,Ontology or knowledge-graph designer,technology,T20,Verify citation and identity,binding-authority | history | legal-service-information,SC01 | SC09 | SC13 | SC30 | SC12 | SC14,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC068 | SRC069 | SRC067 | SRC072 | SRC013 | SRC012,"Source-native identifiers, exact/qualified mappings, issuer and temporal identity.",Identity mapping versioned; live where institutions/citations evolve.,fuzzy match asserted as sameAs | parallel citations collapsed | wrong version joined,"Identity decision has mapping type, confidence, evidence and unresolved conflicts.",False
P36-T01,P36,AI-agent developer or operator,technology,T01,Locate controlling authority,binding-authority,SC01 | SC09 | SC15 | SC20 | SC10,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC031 | SRC033 | SRC034,Official work/case/rule identity plus selected passage and court/institutional competence.,Live verification at answer time for current advice; historical date fixed for retrospective research. Qualified human review is mandatory before consequential use.,topical but non-controlling source | later appeal or higher authority missed | guidance presented as law,"Controlling authority is identified, hierarchy and jurisdiction are stated, and every material proposition has a pinpoint.",True
P36-T02,P36,AI-agent developer or operator,technology,T02,Determine whether law is in force,binding-authority,SC01 | SC09 | SC15 | SC20 | SC04 | SC05,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC031 | SRC033 | SRC034,"Versioned legislation, commencement/effect records, extent and amendments with live official verification.",Zero tolerance for stale current-law answers. Qualified human review is mandatory before consequential use.,latest text confused with in-force text | unapplied effect ignored | commencement or savings omitted,"Answer states the relevant version, commencement, extent, amendments, savings and uncertainty.",True
P36-T04,P36,AI-agent developer or operator,technology,T04,Territorial extent and jurisdiction,binding-authority | legal-service-information,SC01 | SC09 | SC15 | SC20 | SC14 | SC30,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC031 | SRC033 | SRC034,"Extent metadata, devolution/competence provisions, court or regulator jurisdiction sources.",Live for current competence; exact for historical jurisdiction. Qualified human review is mandatory before consequential use.,UK-wide assumption | extent confused with application | court/body identity conflated,"Territory, legal system, institutional competence and exceptions are explicit.",True
P36-T05,P36,AI-agent developer or operator,technology,T05,"Trace amendments, commencement and repeal",binding-authority,SC01 | SC09 | SC15 | SC20 | SC05,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC031 | SRC033 | SRC034,"Official effect feeds, amending instruments/provisions, commencement orders and selected passages.",Live verification at answer time. Qualified human review is mandatory before consequential use.,absence of recorded effect treated as no effect | prospective effect treated as operative | repeal savings omitted,Bidirectional change graph and current application status are evidenced.,True
P36-T06,P36,AI-agent developer or operator,technology,T06,Identify judicial interpretation and treatment,binding-authority | persuasive-authority,SC01 | SC09 | SC15 | SC20 | SC10 | SC13,SRC001 | SRC002 | SRC007 | SRC009 | SRC010 | SRC011 | SRC018 | SRC019 | SRC020 | SRC031 | SRC033 | SRC034,"Official judgments, cited passage, court hierarchy, later treatment and appeal status.",Live citator/treatment check before reliance. Qualified human review is mandatory before consequential use.,citation occurrence treated as approval | headnote substituted for judgment | later reversal missed,Treatment verbs are passage-evidenced and hierarchy/date qualified.,True
